R_FID,center_x,center_y,s_length,humidity
735,104.105836,30.751297,1000,88.34
736,104.105836,30.796213,1000,91.35
737,104.105836,30.805196,1000,92.54
738,104.105836,30.895029,1000,97.8
739,104.105836,30.904012,1000,97.2
740,104.116244,30.427903,1000,89.97
741,104.116244,30.436886,1000,88.76
742,104.116244,30.454852,1000,87.57
743,104.116244,30.499768,1000,83.6
744,104.116244,30.661465,1000,80.11
745,104.116244,30.742314,1000,88.09
746,104.116244,30.81418,1000,93.56
747,104.178692,30.706381,1000,89.4
748,104.178692,30.796213,1000,89.38
749,104.178692,30.81418,1000,89.38
750,104.178692,30.823163,1000,89.7
751,104.1891,30.39197,1000,93.72
752,104.1891,30.580616,1000,85.65
753,104.1891,30.688415,1000,87.28
754,104.1891,30.948929,1000,94.9
755,104.199508,30.796213,1000,88.56
756,104.199508,30.948929,1000,94.59
757,104.209916,30.463835,1000,89.28
758,104.209916,30.472818,1000,88.76
759,104.209916,30.580616,1000,85.07
760,104.209916,30.616549,1000,86.92
761,104.209916,30.634515,1000,87.15
762,104.209916,30.643499,1000,87.48
763,104.209916,30.661465,1000,87.76
764,104.209916,30.805196,1000,87.74
765,104.209916,30.939945,1000,94.33
766,104.220324,30.400953,1000,91.36
767,104.220324,30.454852,1000,89.44
768,104.220324,30.535701,1000,83.45
769,104.220324,30.56265,1000,83.35
770,104.220324,30.616549,1000,87.94
771,104.220324,30.634515,1000,88.36
772,104.220324,30.76028,1000,89.69
773,104.220324,30.841129,1000,88.25
774,104.230731,30.365021,1000,93.4
775,104.230731,30.41892,1000,89.66
776,104.230731,30.481802,1000,88.17
777,104.230731,30.571633,1000,84
778,104.230731,30.607566,1000,88.3
779,104.230731,30.625532,1000,88.96
780,104.230731,30.652482,1000,90.39
781,104.230731,30.742314,1000,89.12
782,104.230731,30.778247,1000,89.12
783,104.230731,30.823163,1000,87.01
784,104.230731,30.877062,1000,90.08
785,104.230731,30.939945,1000,93.09
786,104.230731,30.957912,1000,93.09
787,104.24114,30.374004,1000,91.99
788,104.24114,30.454852,1000,88.77
789,104.24114,30.463835,1000,88.68
790,104.24114,30.517734,1000,85.62
791,104.24114,30.598583,1000,87.78
792,104.24114,30.912995,1000,91.24
793,104.355629,30.409936,1000,86.69
794,104.355629,30.56265,1000,92.41
795,104.355629,30.634515,1000,92.68
796,104.355629,30.652482,1000,93.78
797,104.355629,30.796213,1000,94.83
798,104.355629,30.81418,1000,95.94
799,104.355629,30.895029,1000,92.35
800,104.313996,30.823163,1000,92.15
801,104.324403,30.445869,1000,88.4
802,104.324403,30.463835,1000,90.82
803,104.324403,30.553667,1000,91.56
804,104.324403,30.5896,1000,91.11
805,104.324403,30.679432,1000,94.11
806,104.334812,30.400953,1000,85.67
807,104.334812,30.41892,1000,86.94
808,104.334812,30.553667,1000,92.11
809,104.334812,30.724348,1000,88.86
810,104.334812,30.805196,1000,95.13
811,104.345221,30.535701,1000,92.73
812,104.345221,30.571633,1000,92.02
813,104.345221,30.930962,1000,91.36
814,104.345221,30.939945,1000,91.23
815,103.835227,30.454852,1000,89.6
816,103.835227,30.535701,1000,93.73
817,103.835227,30.571633,1000,94.83
818,103.835227,30.607566,1000,96.02
819,103.835227,30.661465,1000,90.71
820,103.835227,30.823163,1000,96.72
821,103.835227,30.859096,1000,97.88
822,103.845634,30.39197,1000,83.86
823,103.845634,30.41892,1000,86.55
824,103.845634,30.580616,1000,94.46
825,103.845634,30.850113,1000,97.48
826,103.845634,30.948929,1000,95.2
827,103.856043,30.338071,1000,81.58
828,103.856043,30.356037,1000,82.3
829,103.856043,30.517734,1000,92.65
830,103.856043,30.571633,1000,92.51
831,103.856043,30.625532,1000,93.58
832,103.856043,30.643499,1000,91.6
833,103.856043,30.742314,1000,89.43
834,103.856043,30.841129,1000,96.83
835,103.856043,30.850113,1000,97.15
836,103.866451,30.338071,1000,82.72
837,103.866451,30.598583,1000,92.4
838,103.866451,30.733331,1000,88.32
839,103.866451,30.823163,1000,95.05
840,103.876859,30.338071,1000,82.9
841,104.116244,30.823163,1000,94.72
842,104.116244,30.832146,1000,95.77
843,104.116244,30.877062,1000,97.88
844,104.126652,30.400953,1000,91.81
845,104.126652,30.5896,1000,85.22
846,104.126652,30.643499,1000,80.8
847,104.126652,30.697398,1000,87.24
848,104.126652,30.859096,1000,97.66
849,104.126652,30.921979,1000,96.21
850,104.137059,30.365021,1000,93.1
851,104.137059,30.39197,1000,92.64
852,104.137059,30.805196,1000,91.8
853,104.137059,30.832146,1000,94.6
854,104.137059,30.859096,1000,97.42
855,104.137059,30.868079,1000,97.59
856,104.137059,30.886046,1000,97.21
857,104.137059,30.912995,1000,96.16
858,103.731147,30.365021,1000,78.15
859,103.731147,30.374004,1000,79.49
860,103.731147,30.463835,1000,89.85
861,103.731147,30.81418,1000,97.03
862,103.731147,30.832146,1000,98.38
863,103.731147,30.886046,1000,98.24
864,103.741555,30.347054,1000,76.57
865,103.741555,30.374004,1000,78.28
866,103.741555,30.580616,1000,94.15
867,103.741555,30.742314,1000,94.24
868,103.741555,30.832146,1000,98.51
869,103.741555,30.886046,1000,98.44
870,103.751962,30.374004,1000,77.07
871,103.751962,30.832146,1000,98.64
872,103.751962,30.850113,1000,99.24
873,103.751962,30.912995,1000,97.28
874,103.762371,30.454852,1000,89.79
875,103.762371,30.472818,1000,91.01
876,103.762371,30.517734,1000,95.18
877,103.762371,30.553667,1000,97.42
878,103.762371,30.625532,1000,93.33
879,103.762371,30.823163,1000,98.07
880,103.762371,30.850113,1000,99.38
881,103.762371,30.895029,1000,98.5
882,103.772779,30.365021,1000,73.78
883,103.772779,30.39197,1000,82.32
884,103.772779,30.427903,1000,88.62
885,103.772779,30.517734,1000,95.19
886,103.772779,30.56265,1000,97.69
887,103.772779,30.706381,1000,95.5
888,103.772779,30.921979,1000,97.28
889,103.772779,30.948929,1000,96.04
890,103.783187,30.382987,1000,79.56
891,103.783187,30.56265,1000,97.48
892,103.783187,30.571633,1000,96.79
893,104.366037,30.454852,1000,91.03
894,104.366037,30.625532,1000,92.1
895,104.366037,30.769264,1000,91.41
896,104.366037,30.832146,1000,94.5
897,104.366037,30.886046,1000,92.75
898,104.366037,30.930962,1000,92.8
899,104.376444,30.652482,1000,92.81
900,104.386853,30.499768,1000,90.82
901,104.386853,30.598583,1000,91.06
902,104.386853,30.607566,1000,91
903,104.386853,30.895029,1000,95.14
904,104.397261,30.41892,1000,88.28
905,104.397261,30.544684,1000,91.05
906,104.397261,30.679432,1000,92.7
907,104.397261,30.697398,1000,93.09
908,104.397261,30.877062,1000,94.95
909,104.407669,30.338071,1000,88.67
910,104.407669,30.409936,1000,88.71
911,104.407669,30.481802,1000,89.83
912,104.407669,30.553667,1000,90.92
913,104.407669,30.634515,1000,90.24
914,104.407669,30.733331,1000,92.36
915,104.407669,30.796213,1000,93.77
916,104.407669,30.850113,1000,92.81
917,104.407669,30.904012,1000,96.22
918,104.407669,30.939945,1000,96.11
919,104.418077,30.436886,1000,89.52
920,104.418077,30.499768,1000,89.64
921,104.418077,30.742314,1000,92.55
922,104.418077,30.751297,1000,92.06
923,104.418077,30.76028,1000,91.72
924,104.418077,30.796213,1000,93.36
925,104.418077,30.832146,1000,92.78
926,104.418077,30.841129,1000,92.31
927,104.418077,30.877062,1000,94.91
928,104.418077,30.912995,1000,96.81
929,104.428485,30.400953,1000,90.24
930,104.428485,30.454852,1000,89.59
931,104.428485,30.544684,1000,90.29
932,104.428485,30.580616,1000,89.86
933,104.428485,30.823163,1000,92.45
934,104.428485,30.832146,1000,92.06
935,104.428485,30.877062,1000,94.7
936,104.428485,30.939945,1000,96.95
937,104.438893,30.39197,1000,91.35
938,104.438893,30.634515,1000,88.15
939,104.438893,30.769264,1000,92.82
940,104.438893,30.832146,1000,91.33
941,104.438893,30.859096,1000,92.14
942,103.876859,30.832146,1000,95.32
943,103.876859,30.904012,1000,96.44
944,103.876859,30.948929,1000,93.77
945,103.887267,30.374004,1000,83.19
946,103.887267,30.382987,1000,83.58
947,103.887267,30.553667,1000,87.12
948,103.887267,30.607566,1000,89.95
949,103.887267,30.616549,1000,89.53
950,103.887267,30.715364,1000,86.62
951,103.887267,30.769264,1000,89.22
952,103.887267,30.939945,1000,93.66
953,103.897674,30.463835,1000,90.02
954,103.897674,30.517734,1000,89.03
955,103.897674,30.553667,1000,86.23
956,103.897674,30.5896,1000,88.12
957,103.897674,30.598583,1000,88.68
958,103.897674,30.706381,1000,86.38
959,103.897674,30.751297,1000,88.24
960,103.897674,30.769264,1000,88.72
961,103.897674,30.796213,1000,90.05
962,103.897674,30.841129,1000,95.51
963,103.897674,30.930962,1000,93.56
964,103.908083,30.463835,1000,89.29
965,103.908083,30.472818,1000,90.15
966,103.908083,30.517734,1000,88.43
967,103.908083,30.679432,1000,85.27
968,103.908083,30.715364,1000,86.22
969,103.908083,30.733331,1000,87.33
970,103.908083,30.769264,1000,88.44
971,103.908083,30.805196,1000,91.1
972,103.908083,30.841129,1000,95.49
973,103.91849,30.338071,1000,83.73
974,103.91849,30.400953,1000,84.09
975,103.91849,30.436886,1000,86.88
976,103.91849,30.886046,1000,96.54
977,103.91849,30.904012,1000,94.95
978,103.91849,30.948929,1000,90.68
979,103.91849,30.957912,1000,90.87
980,103.928899,30.347054,1000,83.34
981,103.928899,30.374004,1000,82.9
982,103.928899,30.400953,1000,84.01
983,103.928899,30.41892,1000,85.06
984,103.928899,30.517734,1000,87.21
985,103.928899,30.625532,1000,85.78
986,103.928899,30.661465,1000,84.73
987,103.928899,30.670448,1000,84.34
988,103.928899,30.733331,1000,86.89
989,103.928899,30.868079,1000,97.01
990,103.928899,30.930962,1000,90.63
991,103.939307,30.463835,1000,86.94
992,103.939307,30.544684,1000,86.13
993,103.939307,30.607566,1000,85.3
994,103.939307,30.616549,1000,85.22
995,103.939307,30.625532,1000,85.22
996,103.939307,30.76028,1000,88.02
997,103.939307,30.850113,1000,96.44
998,103.949715,30.338071,1000,84.22
999,103.949715,30.652482,1000,84.63
1000,103.949715,30.661465,1000,83.94
1001,103.949715,30.733331,1000,86.8
1002,103.949715,30.805196,1000,92.07
1003,103.960123,30.347054,1000,83.51
1004,103.960123,30.382987,1000,83.31
1005,103.960123,30.436886,1000,84.33
1006,103.783187,30.921979,1000,97.41
1007,103.793595,30.553667,1000,96.84
1008,103.793595,30.616549,1000,94.56
1009,103.793595,30.679432,1000,93.63
1010,103.793595,30.688415,1000,94.08
1011,103.793595,30.733331,1000,92.4
1012,103.793595,30.751297,1000,90.95
1013,103.793595,30.76028,1000,90.61
1014,103.793595,30.948929,1000,95.97
1015,103.804003,30.5896,1000,96.07
1016,103.804003,30.751297,1000,90.69
1017,103.804003,30.778247,1000,92.79
1018,103.804003,30.850113,1000,98.9
1019,103.814411,30.365021,1000,78.42
1020,103.814411,30.643499,1000,93.35
1021,103.814411,30.670448,1000,91.46
1022,103.814411,30.742314,1000,90.66
1023,103.814411,30.78723,1000,94.1
1024,103.814411,30.805196,1000,95.52
1025,103.814411,30.832146,1000,98.05
1026,103.814411,30.859096,1000,98.52
1027,103.814411,30.921979,1000,97.17
1028,103.814411,30.930962,1000,96.71
1029,103.814411,30.957912,1000,95.3
1030,103.824818,30.374004,1000,81.38
1031,103.824818,30.481802,1000,92.28
1032,103.824818,30.607566,1000,95.89
1033,103.824818,30.796213,1000,93.93
1034,103.824818,30.81418,1000,96.25
1035,104.147468,30.374004,1000,93.66
1036,104.147468,30.436886,1000,91.13
1037,104.147468,30.508751,1000,84.92
1038,104.147468,30.580616,1000,86.11
1039,104.147468,30.616549,1000,83.05
1040,104.147468,30.688415,1000,86.11
1041,104.147468,30.805196,1000,90.99
1042,104.147468,30.912995,1000,95.78
1043,104.147468,30.921979,1000,95.77
1044,104.157875,30.544684,1000,83.76
1045,104.157875,30.625532,1000,83.64
1046,104.157875,30.688415,1000,86.49
1047,104.157875,30.706381,1000,89.16
1048,104.157875,30.81418,1000,90.9
1049,104.157875,30.841129,1000,94.84
1050,104.157875,30.895029,1000,95.83
1051,104.168284,30.571633,1000,85.55
1052,104.168284,30.778247,1000,89.73
1053,104.168284,30.796213,1000,89.78
1054,104.168284,30.805196,1000,89.82
1055,104.168284,30.850113,1000,95.9
1056,104.178692,30.427903,1000,91.72
1057,104.178692,30.445869,1000,91.04
1058,104.4493,30.338071,1000,91.16
1059,104.4493,30.41892,1000,91.1
1060,104.4493,30.580616,1000,88.99
1061,104.4493,30.715364,1000,92.14
1062,104.4493,30.796213,1000,92.03
1063,104.4493,30.877062,1000,94.35
1064,104.4493,30.886046,1000,94.35
1065,104.251548,30.365021,1000,91.93
1066,104.251548,30.5896,1000,86.85
1067,104.251548,30.850113,1000,86.98
1068,104.251548,30.921979,1000,91.14
1069,104.261956,30.338071,1000,92.61
1070,104.261956,30.39197,1000,88.73
1071,104.261956,30.454852,1000,88.55
1072,104.261956,30.481802,1000,89.23
1073,104.261956,30.598583,1000,89.26
1074,104.261956,30.607566,1000,90.64
1075,104.261956,30.796213,1000,89.63
1076,104.261956,30.823163,1000,87.96
1077,104.261956,30.877062,1000,87.72
1078,104.261956,30.895029,1000,88.12
1079,104.261956,30.930962,1000,91
1080,104.261956,30.948929,1000,91.48
1081,104.272364,30.715364,1000,86.5
1082,104.272364,30.751297,1000,87.91
1083,104.272364,30.948929,1000,90.94
1084,104.282772,30.499768,1000,90.21
1085,104.282772,30.544684,1000,88.84
1086,104.282772,30.56265,1000,87.48
1087,104.282772,30.697398,1000,89.04
1088,104.282772,30.706381,1000,86.97
1089,104.282772,30.733331,1000,86.15
1090,104.282772,30.742314,1000,86.63
1091,104.282772,30.769264,1000,89.94
1092,104.282772,30.859096,1000,87.03
1093,104.29318,30.39197,1000,86.83
1094,104.29318,30.445869,1000,87.66
1095,104.29318,30.508751,1000,90.52
1096,104.29318,30.544684,1000,89.85
1097,104.29318,30.805196,1000,91.5
1098,104.29318,30.823163,1000,90.25
1099,104.29318,30.832146,1000,89.42
1100,104.29318,30.841129,1000,88.52
1101,104.29318,30.957912,1000,90.44
1102,104.303587,30.535701,1000,90.97
1103,104.303587,30.56265,1000,89.61
1104,104.303587,30.625532,1000,93.04
1105,104.313996,30.436886,1000,87.68
1106,104.313996,30.445869,1000,87.68
1107,104.313996,30.56265,1000,90.56
1108,104.313996,30.634515,1000,93.74
1109,104.313996,30.706381,1000,88.97
1110,103.960123,30.490785,1000,85.19
1111,103.960123,30.571633,1000,84.56
1112,103.960123,30.823163,1000,94.67
1113,103.960123,30.904012,1000,93.9
1114,103.960123,30.921979,1000,90.14
1115,103.960123,30.930962,1000,88.45
1116,103.960123,30.948929,1000,87.87
1117,103.970531,30.374004,1000,82.86
1118,103.970531,30.41892,1000,83.83
1119,103.970531,30.508751,1000,84.88
1120,103.970531,30.535701,1000,85.66
1121,103.970531,30.5896,1000,83.69
1122,103.970531,30.670448,1000,82.5
1123,103.970531,30.679432,1000,83.08
1124,103.970531,30.742314,1000,87.38
1125,103.970531,30.76028,1000,88.99
1126,103.970531,30.930962,1000,88.14
1127,103.980939,30.347054,1000,83.41
1128,103.980939,30.445869,1000,83.01
1129,103.980939,30.607566,1000,83.47
1130,103.980939,30.625532,1000,83.55
1131,103.980939,30.778247,1000,92.14
1132,103.980939,30.81418,1000,94.5
1133,103.980939,30.850113,1000,97.36
1134,103.980939,30.957912,1000,88.54
1135,103.991346,30.356037,1000,83.33
1136,103.991346,30.481802,1000,82.31
1137,103.991346,30.598583,1000,83.18
1138,103.991346,30.841129,1000,97.17
1139,103.991346,30.850113,1000,97.53
1140,103.991346,30.930962,1000,88.53
1141,104.001755,30.517734,1000,83.96
1142,104.001755,30.598583,1000,82.93
1143,104.001755,30.643499,1000,83.52
1144,104.001755,30.796213,1000,93.42
1145,104.001755,30.81418,1000,95.19
1146,104.001755,30.841129,1000,97.42
1147,104.001755,30.877062,1000,95.84
1148,104.001755,30.912995,1000,91.39
1149,104.012162,30.580616,1000,83.03
1150,104.012162,30.5896,1000,82.96
1151,104.022571,30.481802,1000,80.21
1152,104.022571,30.76028,1000,88.78
1153,104.022571,30.769264,1000,90.14
1154,104.022571,30.868079,1000,96.37
1155,104.032979,30.39197,1000,82.99
1156,104.032979,30.400953,1000,83.07
1157,104.032979,30.517734,1000,81.5
1158,104.032979,30.679432,1000,83.31
1159,104.032979,30.688415,1000,82.96
1160,104.032979,30.697398,1000,83.44
1161,104.032979,30.724348,1000,85.09
1162,104.032979,30.912995,1000,91.9
1163,104.043387,30.409936,1000,83.42
1164,104.043387,30.508751,1000,80.51
1165,104.043387,30.679432,1000,83.38
1166,104.043387,30.778247,1000,90.67
1167,104.043387,30.868079,1000,96.54
1168,104.043387,30.895029,1000,94.66
1169,104.043387,30.904012,1000,93.53
1170,104.053796,30.436886,1000,82.55
1171,104.053796,30.499768,1000,80.09
1172,104.053796,30.517734,1000,80.78
1173,104.053796,30.544684,1000,82.47
1174,104.053796,30.607566,1000,83.2
1175,104.053796,30.697398,1000,84.09
1176,104.053796,30.724348,1000,85.79
1177,104.053796,30.877062,1000,96.05
1178,104.053796,30.895029,1000,95.28
1179,104.064203,30.445869,1000,83.41
1180,104.064203,30.472818,1000,81.01
1181,104.064203,30.652482,1000,82.97
1182,104.074612,30.365021,1000,85.87
1183,104.074612,30.436886,1000,84.34
1184,104.074612,30.5896,1000,84.11
1185,104.074612,30.81418,1000,93.96
1186,104.08502,30.56265,1000,84.32
1187,104.08502,30.607566,1000,82.95
1188,104.08502,30.643499,1000,81.52
1189,104.08502,30.688415,1000,84.35
1190,104.08502,30.841129,1000,96.92
1191,104.08502,30.904012,1000,96.19
1192,104.095428,30.374004,1000,87.51
1193,104.095428,30.39197,1000,87.39
1194,104.095428,30.499768,1000,82.02
1195,104.095428,30.607566,1000,82.88
1196,104.095428,30.634515,1000,81.26
1197,104.095428,30.742314,1000,87.96
1198,104.095428,30.769264,1000,89.3
1199,104.095428,30.877062,1000,97.6
1200,104.095428,30.957912,1000,94.74
1201,104.105836,30.347054,1000,89.73
1202,104.105836,30.400953,1000,88.77
1203,104.105836,30.41892,1000,89.13
1204,104.105836,30.463835,1000,85.77
1205,104.105836,30.481802,1000,84.08
1206,104.105836,30.553667,1000,83.7
1207,104.105836,30.715364,1000,87.45
1208,104.105836,30.823163,1000,95
1209,104.116244,30.553667,1000,83.98
1210,104.116244,30.697398,1000,86.67
1211,104.116244,30.715364,1000,87.82
1212,104.178692,30.56265,1000,84.4
1213,104.178692,30.571633,1000,85.19
1214,104.178692,30.670448,1000,85.39
1215,104.178692,30.921979,1000,95.31
1216,104.1891,30.338071,1000,95.96
1217,104.1891,30.409936,1000,92.82
1218,104.1891,30.634515,1000,85.28
1219,104.1891,30.769264,1000,89.54
1220,104.1891,30.78723,1000,88.97
1221,104.1891,30.823163,1000,88.75
1222,104.1891,30.886046,1000,94.39
1223,104.1891,30.904012,1000,94.93
1224,104.199508,30.374004,1000,94.51
1225,104.199508,30.409936,1000,92.37
1226,104.199508,30.535701,1000,82.56
1227,104.199508,30.643499,1000,86.37
1228,104.199508,30.652482,1000,86.64
1229,104.199508,30.751297,1000,90.59
1230,104.209916,30.436886,1000,90.15
1231,104.209916,30.535701,1000,82.75
1232,104.209916,30.598583,1000,86.34
1233,104.209916,30.679432,1000,87.69
1234,104.209916,30.742314,1000,90.86
1235,104.209916,30.930962,1000,94.55
1236,104.220324,30.365021,1000,94.04
1237,104.220324,30.5896,1000,85.85
1238,104.220324,30.625532,1000,87.94
1239,104.220324,30.706381,1000,88.16
1240,104.220324,30.715364,1000,88.16
1241,104.220324,30.742314,1000,89.99
1242,104.220324,30.778247,1000,89.08
1243,104.220324,30.957912,1000,93.56
1244,104.230731,30.39197,1000,91.22
1245,104.230731,30.643499,1000,90
1246,104.230731,30.697398,1000,87.69
1247,104.230731,30.733331,1000,88.56
1248,104.230731,30.769264,1000,89.31
1249,104.24114,30.553667,1000,83.75
1250,104.24114,30.571633,1000,83.99
1251,104.24114,30.616549,1000,89.97
1252,104.24114,30.697398,1000,87.52
1253,104.24114,30.706381,1000,87.01
1254,104.24114,30.751297,1000,88.82
1255,104.24114,30.796213,1000,88.65
1256,104.24114,30.805196,1000,88.05
1257,104.24114,30.930962,1000,92.24
1258,104.355629,30.41892,1000,87.73
